isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST EAST 178 0
true false EAST NORTH 177 10
true false NORTH SOUTH 176 20
true false SOUTH NORTH 176 20
true false NORTH SOUTH 176 20
true false SOUTH WEST 176 20
true false WEST SOUTH 176 20
true false SOUTH WEST 176 20
true false WEST SOUTH 175 30
true false SOUTH SOUTH 175 30
true false SOUTH WEST 175 30
true false WEST SOUTH 174 40
true false SOUTH SOUTH 174 40
true false SOUTH WEST 174 40
true false WEST SOUTH 173 50
true false SOUTH EAST 173 50
true false EAST WEST 173 50
true false WEST NORTH 173 50
true false NORTH SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH WEST 173 50
true false WEST NORTH 172 60
true false NORTH EAST 172 60
true false EAST SOUTH 172 60
true false SOUTH NORTH 172 60
true false NORTH NORTH 172 60
true false NORTH WEST 172 60
true false WEST EAST 172 60
true false EAST SOUTH 172 60
true false SOUTH WEST 172 60
true false WEST NORTH 172 60
true false NORTH NORTH 172 60
true false NORTH SOUTH 172 60
true false SOUTH EAST 171 70
true false EAST SOUTH 171 70
true false SOUTH EAST 170 80
true false EAST NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST EAST 168 100
true false EAST SOUTH 167 110
true false SOUTH SOUTH 166 120
true false SOUTH NORTH 165 130
true false NORTH EAST 165 130
true false EAST WEST 165 130
true false WEST NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST EAST 164 140
true false EAST SOUTH 163 150
true false SOUTH WEST 163 150
true false WEST WEST 163 150
true false WEST SOUTH 163 150
true false SOUTH NORTH 163 150
true false NORTH SOUTH 163 150
true false SOUTH NORTH 163 150
true false NORTH SOUTH 163 150
true false SOUTH EAST 163 150
true false EAST WEST 163 150
true false WEST WEST 163 150
true false WEST SOUTH 162 160
true false SOUTH NORTH 162 160
true false NORTH NORTH 162 160
true false NORTH NORTH 162 160
true false NORTH NORTH 162 160
true false NORTH NORTH 162 160
true false NORTH SOUTH 162 160
true false SOUTH NORTH 162 160
true false NORTH NORTH 162 160
true false NORTH WEST 162 160
true false WEST SOUTH 161 170
true false SOUTH NORTH 161 170
true false NORTH NORTH 161 170
true false NORTH EAST 161 170
true false EAST NORTH 161 170
true false NORTH EAST 161 170
true false EAST WEST 161 170
true false WEST SOUTH 161 170
true false SOUTH EAST 161 170
true false EAST SOUTH 161 170
true false SOUTH WEST 161 170
true false WEST WEST 161 170
true false WEST NORTH 161 170
true false NORTH WEST 161 170
true false WEST WEST 160 180
true false WEST EAST 159 190
true false EAST WEST 159 190
true false WEST WEST 159 190
true false WEST SOUTH 158 200
true false SOUTH SOUTH 158 200
true false SOUTH SOUTH 158 200
true false SOUTH SOUTH 158 200
true false SOUTH SOUTH 158 200
true false SOUTH WEST 158 200
true false WEST EAST 157 210
true false EAST WEST 157 210
true false WEST NORTH 157 210
true false NORTH EAST 157 210
true false EAST EAST 157 210
true false EAST SOUTH 157 210
true false SOUTH EAST 157 210
true false EAST WEST 157 210
true false WEST WEST 157 210
true false WEST WEST 157 210
