isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST SOUTH 178 0
true false SOUTH NORTH 178 0
true false NORTH WEST 178 0
true false WEST SOUTH 177 10
true false SOUTH SOUTH 177 10
true false SOUTH EAST 177 10
true false EAST NORTH 177 10
true false NORTH SOUTH 177 10
true false SOUTH NORTH 177 10
true false NORTH SOUTH 177 10
true false SOUTH EAST 177 10
true false EAST NORTH 176 20
true false NORTH SOUTH 175 30
true false SOUTH SOUTH 175 30
true false SOUTH WEST 175 30
true false WEST WEST 175 30
true false WEST EAST 175 30
true false EAST WEST 175 30
true false WEST NORTH 175 30
true false NORTH NORTH 174 40
true false NORTH WEST 173 50
true false WEST SOUTH 172 60
true false SOUTH SOUTH 172 60
true false SOUTH EAST 172 60
true false EAST SOUTH 172 60
true false SOUTH EAST 172 60
true false EAST WEST 172 60
true false WEST NORTH 172 60
true false NORTH SOUTH 172 60
true false SOUTH NORTH 172 60
true false NORTH EAST 172 60
true false EAST WEST 172 60
true false WEST SOUTH 172 60
true false SOUTH WEST 172 60
true false WEST NORTH 171 70
true false NORTH SOUTH 171 70
true false SOUTH WEST 171 70
true false WEST NORTH 170 80
true false NORTH WEST 170 80
true false WEST WEST 170 80
true false WEST NORTH 170 80
true false NORTH EAST 170 80
true false EAST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST WEST 170 80
true false WEST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH SOUTH 170 80
true false SOUTH NORTH 170 80
true false NORTH SOUTH 170 80
true false SOUTH EAST 170 80
true false EAST WEST 170 80
true false WEST SOUTH 170 80
true false SOUTH SOUTH 170 80
true false SOUTH NORTH 170 80
true false NORTH SOUTH 170 80
true false SOUTH SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST EAST 170 80
true false EAST EAST 170 80
true false EAST NORTH 170 80
true false NORTH SOUTH 170 80
true false SOUTH SOUTH 170 80
true false SOUTH EAST 170 80
true false EAST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH EAST 170 80
true false EAST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST SOUTH 169 90
true false SOUTH NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH WEST 169 90
true false WEST SOUTH 168 100
true false SOUTH WEST 168 100
true false WEST NORTH 167 110
true false NORTH SOUTH 167 110
true false SOUTH WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST WEST 164 140
true false WEST NORTH 164 140
true false NORTH WEST 164 140
true false WEST WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST NORTH 164 140
true false NORTH EAST 164 140
true false EAST EAST 164 140
true false EAST SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST EAST 164 140
true false EAST NORTH 164 140
true false NORTH EAST 164 140
true false EAST EAST 163 150
true false EAST NORTH 162 160
true false NORTH WEST 162 160
true false WEST SOUTH 162 160
true false SOUTH NORTH 162 160
true false NORTH EAST 162 160
true false EAST NORTH 162 160
true false NORTH NORTH 162 160
true false NORTH EAST 162 160
true false EAST WEST 162 160
true false WEST EAST 162 160
true false EAST SOUTH 162 160
true false SOUTH SOUTH 161 170
true false SOUTH SOUTH 160 180
true false SOUTH SOUTH 160 180
true false SOUTH EAST 160 180
true false EAST EAST 159 190
true false EAST EAST 158 200
true false EAST WEST 157 210
true false WEST EAST 157 210
true false EAST SOUTH 157 210
true false SOUTH EAST 157 210
true false EAST SOUTH 156 220
true false SOUTH WEST 156 220
true false WEST EAST 156 220
true false EAST SOUTH 156 220
true false SOUTH EAST 156 220
true false EAST EAST 155 230
true false EAST EAST 154 240
true false EAST NORTH 153 250
true false NORTH NORTH 153 250
true false NORTH SOUTH 153 250
true false SOUTH WEST 153 250
true false WEST WEST 153 250
true false WEST SOUTH 153 250
true false SOUTH EAST 153 250
true false EAST NORTH 153 250
true false NORTH NORTH 153 250
true false NORTH WEST 153 250
true false WEST EAST 153 250
true false EAST NORTH 153 250
true false NORTH EAST 153 250
true false EAST SOUTH 153 250
true false SOUTH NORTH 153 250
true false NORTH SOUTH 153 250
true false SOUTH EAST 153 250
true false EAST SOUTH 152 260
true false SOUTH EAST 152 260
true false EAST WEST 151 270
true false WEST NORTH 151 270
true false NORTH WEST 151 270
true false WEST WEST 151 270
true false WEST EAST 151 270
true false EAST EAST 151 270
true false EAST NORTH 151 270
true false NORTH WEST 151 270
true false WEST SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST WEST 151 270
true false WEST WEST 151 270
true false WEST SOUTH 151 270
true false SOUTH SOUTH 151 270
true false SOUTH EAST 151 270
true false EAST NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST EAST 151 270
true false EAST EAST 151 270
true false EAST WEST 151 270
true false WEST NORTH 151 270
true false NORTH EAST 151 270
true false EAST SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST WEST 151 270
true false WEST WEST 151 270
true false WEST WEST 151 270
true false WEST EAST 151 270
true false EAST EAST 151 270
true false EAST WEST 151 270
true false WEST EAST 151 270
true false EAST SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST EAST 151 270
true false EAST EAST 151 270
true false EAST EAST 151 270
true false EAST EAST 151 270
true false EAST EAST 151 270
true false EAST NORTH 151 270
true false NORTH SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST EAST 151 270
true false EAST SOUTH 151 270
true false SOUTH NORTH 151 270
true false NORTH WEST 151 270
true false WEST WEST 151 270
true false WEST SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST WEST 151 270
true false WEST WEST 151 270
true false WEST WEST 151 270
true false WEST SOUTH 151 270
true false SOUTH SOUTH 151 270
true false SOUTH EAST 151 270
true false EAST EAST 151 270
true false EAST WEST 151 270
true false WEST NORTH 151 270
true false NORTH SOUTH 150 280
true false SOUTH SOUTH 150 280
true false SOUTH SOUTH 150 280
true false SOUTH EAST 150 280
true false EAST NORTH 150 280
true false NORTH NORTH 150 280
true false NORTH EAST 150 280
true false EAST NORTH 150 280
true false NORTH NORTH 150 280
true false NORTH WEST 150 280
true false WEST EAST 150 280
true false EAST EAST 150 280
true false EAST EAST 150 280
true false EAST EAST 150 280
true false EAST NORTH 150 280
true false NORTH SOUTH 150 280
true false SOUTH WEST 150 280
true false WEST NORTH 150 280
true false NORTH WEST 150 280
true false WEST SOUTH 150 280
true false SOUTH WEST 150 280
true false WEST EAST 150 280
true false EAST NORTH 150 280
true false NORTH EAST 150 280
true false EAST NORTH 150 280
true false NORTH EAST 150 280
true false EAST EAST 150 280
true false EAST NORTH 150 280
true false NORTH NORTH 150 280
true false NORTH SOUTH 150 280
true false SOUTH WEST 150 280
true false WEST NORTH 150 280
true false NORTH NORTH 150 280
true false NORTH WEST 150 280
true false WEST NORTH 150 280
true false NORTH NORTH 150 280
true false NORTH WEST 150 280
true false WEST EAST 150 280
true false EAST WEST 150 280
true false WEST EAST 150 280
true false EAST SOUTH 150 280
true false SOUTH NORTH 150 280
true false NORTH EAST 150 280
true false EAST SOUTH 150 280
true false SOUTH NORTH 150 280
true false NORTH SOUTH 150 280
true false SOUTH NORTH 150 280
true false NORTH WEST 150 280
true false WEST NORTH 150 280
true false NORTH SOUTH 150 280
true false SOUTH EAST 150 280
true false EAST WEST 150 280
true false WEST EAST 150 280
true false EAST EAST 150 280
true false EAST WEST 150 280
true false WEST SOUTH 150 280
true false SOUTH SOUTH 150 280
true false SOUTH WEST 150 280
true false WEST EAST 150 280
true false EAST EAST 150 280
true false EAST EAST 150 280
true false EAST NORTH 150 280
true false NORTH NORTH 150 280
true false NORTH EAST 150 280
true false EAST SOUTH 149 290
true false SOUTH WEST 149 290
true false WEST WEST 149 290
true false WEST EAST 149 290
true false EAST WEST 149 290
true false WEST EAST 149 290
true false EAST WEST 149 290
true false WEST NORTH 149 290
true false NORTH SOUTH 149 290
true false SOUTH WEST 149 290
true false WEST WEST 149 290
true false WEST NORTH 149 290
true false NORTH EAST 149 290
true false EAST WEST 149 290
true false WEST WEST 149 290
true false WEST EAST 149 290
true false EAST EAST 149 290
true false EAST SOUTH 149 290
true false SOUTH WEST 149 290
true false WEST NORTH 149 290
true false NORTH NORTH 149 290
true false NORTH SOUTH 149 290
true false SOUTH SOUTH 149 290
true false SOUTH EAST 149 290
true false EAST WEST 149 290
true false WEST NORTH 149 290
true false NORTH WEST 149 290
true false WEST EAST 149 290
true false EAST WEST 149 290
true false WEST NORTH 149 290
true false NORTH WEST 149 290
true false WEST SOUTH 149 290
true false SOUTH EAST 149 290
true false EAST SOUTH 149 290
true false SOUTH SOUTH 149 290
true false SOUTH NORTH 149 290
true false NORTH WEST 149 290
true false WEST NORTH 149 290
true false NORTH NORTH 149 290
true false NORTH SOUTH 149 290
true false SOUTH NORTH 149 290
true false NORTH SOUTH 149 290
true false SOUTH NORTH 149 290
true false NORTH SOUTH 149 290
true false SOUTH EAST 149 290
true false EAST NORTH 149 290
true false NORTH WEST 149 290
true false WEST SOUTH 149 290
true false SOUTH WEST 149 290
true false WEST EAST 149 290
true false EAST EAST 149 290
