isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST WEST 178 0
true false WEST NORTH 177 10
true false NORTH EAST 176 20
true false EAST EAST 176 20
true false EAST EAST 176 20
true false EAST EAST 176 20
true false EAST EAST 176 20
true false EAST SOUTH 176 20
true false SOUTH EAST 176 20
true false EAST NORTH 176 20
true false NORTH SOUTH 176 20
true false SOUTH SOUTH 176 20
true false SOUTH WEST 176 20
true false WEST SOUTH 176 20
true false SOUTH WEST 176 20
true false WEST SOUTH 175 30
true false SOUTH SOUTH 175 30
true false SOUTH SOUTH 175 30
true false SOUTH NORTH 175 30
true false NORTH SOUTH 175 30
true false SOUTH NORTH 175 30
true false NORTH WEST 175 30
true false WEST SOUTH 174 40
true false SOUTH NORTH 174 40
true false NORTH WEST 174 40
true false WEST NORTH 173 50
true false NORTH WEST 173 50
true false WEST NORTH 172 60
true false NORTH WEST 172 60
true false WEST SOUTH 171 70
true false SOUTH NORTH 170 80
true false NORTH WEST 170 80
true false WEST WEST 170 80
true false WEST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH SOUTH 170 80
true false SOUTH NORTH 170 80
true false NORTH NORTH 170 80
true false NORTH NORTH 170 80
true false NORTH SOUTH 170 80
true false SOUTH EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH SOUTH 169 90
true false SOUTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST EAST 168 100
true false EAST EAST 168 100
true false EAST WEST 168 100
true false WEST SOUTH 168 100
true false SOUTH EAST 168 100
true false EAST WEST 167 110
true false WEST SOUTH 167 110
true false SOUTH EAST 167 110
true false EAST WEST 167 110
true false WEST SOUTH 167 110
true false SOUTH EAST 167 110
true false EAST NORTH 167 110
true false NORTH NORTH 167 110
true false NORTH WEST 167 110
true false WEST SOUTH 167 110
true false SOUTH EAST 167 110
true false EAST WEST 167 110
true false WEST EAST 167 110
true false EAST NORTH 167 110
true false NORTH SOUTH 167 110
true false SOUTH SOUTH 167 110
true false SOUTH SOUTH 167 110
true false SOUTH NORTH 167 110
true false NORTH NORTH 167 110
true false NORTH WEST 167 110
true false WEST EAST 167 110
true false EAST NORTH 167 110
true false NORTH SOUTH 167 110
true false SOUTH WEST 167 110
true false WEST SOUTH 167 110
true false SOUTH SOUTH 167 110
true false SOUTH EAST 167 110
true false EAST SOUTH 167 110
true false SOUTH SOUTH 167 110
true false SOUTH EAST 167 110
true false EAST WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH NORTH 166 120
true false NORTH WEST 166 120
true false WEST NORTH 166 120
true false NORTH WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH SOUTH 166 120
true false SOUTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST WEST 166 120
true false WEST WEST 166 120
true false WEST EAST 166 120
true false EAST WEST 166 120
true false WEST WEST 166 120
true false WEST WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH WEST 166 120
true false WEST WEST 166 120
true false WEST NORTH 166 120
true false NORTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST WEST 166 120
true false WEST WEST 166 120
true false WEST NORTH 166 120
true false NORTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH SOUTH 166 120
true false SOUTH NORTH 166 120
true false NORTH EAST 166 120
true false EAST WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST EAST 166 120
true false EAST SOUTH 166 120
true false SOUTH WEST 166 120
true false WEST NORTH 166 120
